0,1
Order_No_4211,1739.0
Order_No_27440,1345.0
Order_No_14170,2172.0
Order_No_21727,2430.0
Order_No_8301,1296.0
Order_No_10440,1294.0
Order_No_25321,1419.0
Order_No_2476,1788.0
Order_No_14704,1529.0
Order_No_118,1155.0
Order_No_10887,1377.0
Order_No_918,1193.0
Order_No_15419,2295.0
Order_No_267,1194.0
Order_No_23527,1396.0
Order_No_303,1330.0
Order_No_6056,1849.0
Order_No_26295,1721.0
Order_No_26873,1042.0
Order_No_22150,1649.0
Order_No_28145,1362.0
Order_No_7684,2758.0
Order_No_5724,3052.0
Order_No_25375,2272.0
Order_No_14810,2056.0
Order_No_16835,2564.0
Order_No_1672,1763.0
Order_No_12021,1784.0
Order_No_21063,1629.0
Order_No_25751,1444.0
Order_No_15423,839.0
Order_No_10780,1044.0
Order_No_9901,1369.0
Order_No_17664,1857.0
Order_No_2765,1647.0
Order_No_8841,1649.0
Order_No_3266,1889.0
Order_No_13420,2349.0
Order_No_15216,1380.0
Order_No_3854,1348.0
Order_No_18927,1490.0
Order_No_11585,1062.0
Order_No_13011,1456.0
Order_No_26628,784.0
Order_No_19773,2022.0
Order_No_5047,1625.0
Order_No_53,1370.0
Order_No_4703,1168.0
Order_No_12207,1140.0
Order_No_22917,1198.0
Order_No_20947,1293.0
Order_No_7116,819.0
Order_No_3413,1755.0
Order_No_27363,1188.0
Order_No_21019,1398.0
Order_No_16001,2630.0
Order_No_23274,1771.0
Order_No_17056,985.0
Order_No_7564,1621.0
Order_No_10259,1087.0
Order_No_22578,1012.0
Order_No_23583,1079.0
Order_No_24189,1649.0
Order_No_12018,1308.0
Order_No_17868,1057.0
Order_No_10194,1368.0
Order_No_4601,1304.0
Order_No_27389,1563.0
Order_No_1899,1902.0
Order_No_23940,1163.0
Order_No_27663,1032.0
Order_No_14152,1641.0
Order_No_20848,2789.0
Order_No_3824,1802.0
Order_No_17487,1299.0
Order_No_1744,1178.0
Order_No_24190,1165.0
Order_No_20607,1963.0
Order_No_5054,1158.0
Order_No_6786,2598.0
Order_No_17573,900.0
Order_No_6476,1342.0
Order_No_4992,1149.0
Order_No_16820,1503.0
Order_No_13252,2555.0
Order_No_10993,2028.0
Order_No_19662,2198.0
Order_No_3286,2670.0
Order_No_25477,2312.0
Order_No_13573,883.0
Order_No_28134,955.0
Order_No_21507,1528.0
Order_No_6249,1936.0
Order_No_23849,1729.0
Order_No_16799,1487.0
Order_No_8411,1014.0
Order_No_12016,1253.0
Order_No_5394,1132.0
Order_No_26743,1730.0
Order_No_26373,1172.0
Order_No_21548,2720.0
Order_No_10684,829.0
Order_No_17833,1090.0
Order_No_23481,1037.0
Order_No_25346,1193.0
Order_No_12521,1342.0
Order_No_28060,1302.0
Order_No_7726,1650.0
Order_No_8045,1647.0
Order_No_21156,1590.0
Order_No_9236,2994.0
Order_No_532,1760.0
Order_No_12166,2468.0
Order_No_7414,970.0
Order_No_16576,816.0
Order_No_25933,1276.0
Order_No_27662,820.0
Order_No_4278,988.0
Order_No_28034,1066.0
Order_No_11288,1057.0
Order_No_9154,1144.0
Order_No_8869,2869.0
Order_No_17530,891.0
Order_No_1505,1547.0
Order_No_21561,1620.0
Order_No_12874,1111.0
Order_No_23211,771.0
Order_No_8590,2374.0
Order_No_6536,1435.0
Order_No_16537,828.0
Order_No_17330,1002.0
Order_No_1149,1167.0
Order_No_20529,1567.0
Order_No_16946,1487.0
Order_No_24128,2036.0
Order_No_22624,1483.0
Order_No_20944,983.0
Order_No_156,1367.0
Order_No_7736,853.0
Order_No_19048,1462.0
Order_No_12429,830.0
Order_No_14699,1777.0
Order_No_8874,1187.0
Order_No_6888,1584.0
Order_No_5926,1483.0
Order_No_18770,2154.0
Order_No_25349,1575.0
Order_No_10443,1774.0
Order_No_21868,1715.0
Order_No_10572,1098.0
Order_No_5730,1389.0
Order_No_5057,1122.0
Order_No_3896,771.0
Order_No_133,1550.0
Order_No_3359,2049.0
Order_No_17043,1120.0
Order_No_1818,3904.0
Order_No_17444,1051.0
Order_No_5436,1463.0
Order_No_15532,1480.0
Order_No_12387,1175.0
Order_No_27136,1023.0
Order_No_25180,1393.0
Order_No_24051,969.0
Order_No_3783,1497.0
Order_No_15142,1693.0
Order_No_16322,781.0
Order_No_22892,1542.0
Order_No_9336,1344.0
Order_No_12189,2290.0
Order_No_21176,1263.0
Order_No_19272,1184.0
Order_No_7058,1355.0
Order_No_8238,1651.0
Order_No_15870,802.0
Order_No_10824,1416.0
Order_No_3871,1465.0
Order_No_19770,1102.0
Order_No_24665,1425.0
Order_No_25877,1048.0
Order_No_4496,1558.0
Order_No_19429,1463.0
Order_No_3619,1486.0
Order_No_13975,1108.0
Order_No_11476,1226.0
Order_No_14273,1142.0
Order_No_26059,1141.0
Order_No_7835,1034.0
Order_No_18493,1350.0
Order_No_17438,2572.0
Order_No_3691,1069.0
Order_No_16088,2028.0
Order_No_21574,1788.0
Order_No_13895,1070.0
Order_No_12955,1863.0
